Lead ID,Cost Per Lead,Requested Loan Amount,Time in Business (Months),Annual Revenue Amount,SelfGradedCredit,State,Business Type,Creation Date,Create Time,Lead Status,Conversion Status,Funded Amount,Funded Revenue
507479258,60,44999,92,320000,Good,VA,B Corp,1/20/18,1:59:00 PM,Failed,,,
507479463,60,44999,115,138000,Good,TX,A Corp,1/20/18,2:11:00 PM,Failed,,,
507479479,60,74999,56,235000,Good,SC,B Corp,1/20/18,2:11:00 PM,Failed,,,
507479602,60,29999,236,200000,Fair,FL,E Corp,1/20/18,2:20:00 PM,Pending,,,
507479699,60,44999,24,450000,Good,MA,E Corp,1/20/18,2:23:00 PM,Failed,,,
507488642,25,50000,14,120000,Poor,CA,D Corp,1/21/18,6:02:00 AM,Open,,,
507488653,60,44999,69,205000,Fair,UT,B Corp,1/21/18,6:05:00 AM,Pending,,,
507488656,60,12000,147,104000,Good,GA,C Corp,1/21/18,6:05:00 AM,Activated,,,
507488667,25,75000,15,125000,Poor,ME,D Corp,1/21/18,6:05:00 AM,Activated,,,
507488681,60,10000,27,120000,Poor,TX,B Corp,1/21/18,6:08:00 AM,Failed,,,
507488719,25,50000,14,120000,Poor,CA,A Corp,1/21/18,6:14:00 AM,Failed,,,
507488739,60,14999,24,100000,Poor,OK,B Corp,1/21/18,6:17:00 AM,Failed,,,
507488880,60,250000,84,200000,Good,FL,D Corp,1/21/18,6:38:00 AM,Failed,,,
507489456,60,149999,67,260000,Good,GA,E Corp,1/21/18,7:38:00 AM,Failed,,,
507489544,60,8000,60,160000,Good,MI,A Corp,1/21/18,7:47:00 AM,Pending,,,
507489611,60,150000,67,200000,Fair,FL,E Corp,1/21/18,7:56:00 AM,Failed,,,
507489745,60,14999,292,100000,Good,NC,E Corp,1/21/18,8:05:00 AM,Open,,,
507489902,60,74999,205,1100000,Fair,MA,C Corp,1/21/18,1:04:00 PM,Confirmed,Lost,0.0,0.0
507490006,60,35000,384,350000,Good,IN,E Corp,1/21/18,8:26:00 AM,Failed,,,
507490363,60,149999,275,2400000,Good,NY,D Corp,1/21/18,8:53:00 AM,Confirmed,Funded,75000.0,15000.0
507490638,25,25000,15,175000,Poor,MD,B Corp,1/21/18,9:11:00 AM,Pending,,,
507490751,60,10000,24,115000,Poor,NY,A Corp,1/21/18,9:20:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507490895,60,44999,499,143000,Good,CA,B Corp,1/21/18,9:29:00 AM,Failed,,,
507491048,25,20000,15,100000,Good,OH,E Corp,1/21/18,9:38:00 AM,Failed,,,
507491098,60,75000,14,320000,Good,OK,D Corp,1/21/18,9:41:00 AM,Activated,,,
507491230,60,14999,111,106000,Fair,IL,E Corp,1/21/18,9:50:00 AM,Failed,,,
507491415,60,29999,100,300000,Poor,KY,E Corp,1/21/18,10:05:00 AM,Failed,,,
507491591,60,100000,323,150000,Good,KY,B Corp,1/21/18,10:17:00 AM,Failed,,,
507492015,60,50000,76,400000,Fair,TX,A Corp,1/21/18,10:47:00 AM,Failed,,,
507492021,60,20000,70,102000,Poor,TN,D Corp,1/21/18,1:37:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507492134,60,74999,137,130000,Fair,NY,B Corp,1/21/18,10:56:00 AM,Failed,,,
507492244,60,250000,30,489000,Fair,AZ,A Corp,1/21/18,11:02:00 AM,Failed,,,
507492286,60,29999,25,100000,Poor,TN,A Corp,1/21/18,11:05:00 AM,Failed,,,
507492380,60,29999,64,225000,Good,CA,B Corp,1/21/18,11:11:00 AM,Failed,,,
507492523,60,150000,102,100000,Fair,CA,C Corp,1/21/18,11:20:00 AM,Failed,,,
507492866,60,130000,852,320000,Good,CA,A Corp,1/21/18,11:41:00 AM,Failed,,,
507493201,60,44999,43,140000,Good,MO,B Corp,1/21/18,12:05:00 PM,Failed,,,
507494168,25,14999,17,100000,Poor,FL,D Corp,1/21/18,1:05:00 PM,Failed,,,
507494527,60,14999,279,200000,Poor,TN,B Corp,1/21/18,1:29:00 PM,Failed,,,
507494694,60,29999,55,200000,Fair,PA,B Corp,1/21/18,1:38:00 PM,Failed,,,
507494928,60,100000,59,1001000,Good,TX,E Corp,1/21/18,1:53:00 PM,Activated,,,
507495020,60,29999,42,385000,Good,AR,A Corp,1/21/18,1:59:00 PM,Failed,,,
507495401,25,50000,19,100000,Poor,OH,B Corp,1/21/18,2:20:00 PM,Failed,,,
507495506,25,29999,19,110000,Good,NY,B Corp,1/21/18,2:26:00 PM,Failed,,,
507495626,60,75000,273,150000,Fair,KY,B Corp,1/21/18,2:32:00 PM,Failed,,,
507495652,60,74999,102,325000,Good,IN,B Corp,1/21/18,2:35:00 PM,Failed,,,
507495868,60,15000,213,150000,Fair,IL,B Corp,1/21/18,2:44:00 PM,Activated,,,
507497247,60,74999,66,200000,Fair,KY,B Corp,1/21/18,4:14:00 PM,Confirmed,Funded,14000.0,2800.0
507497414,60,149999,101,950000,Fair,TN,C Corp,1/21/18,4:23:00 PM,Failed,,,
507497616,60,10000,36,100000,Good,CA,B Corp,1/21/18,4:35:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507497698,60,29999,206,385000,Fair,NJ,C Corp,1/21/18,4:38:00 PM,Failed,,,
507497981,60,12500,116,155000,Poor,FL,B Corp,1/21/18,4:56:00 PM,Failed,,,
507506395,60,5000,12,600000,Good,GA,D Corp,1/22/18,6:59:00 AM,Pending,,,
507506475,25,15000,22,182000,Poor,VA,A Corp,1/22/18,7:05:00 AM,Activated,,,
507506564,25,10000,14,170000,Poor,MD,A Corp,1/22/18,7:14:00 AM,Failed,,,
507507369,60,80000,24,215000,Poor,MI,E Corp,1/22/18,2:49:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507507451,25,14999,20,195500,Fair,NY,B Corp,1/22/18,8:02:00 AM,Activated,,,
507507640,60,29999,68,280000,Good,UT,B Corp,1/22/18,8:11:00 AM,Open,,,
507507833,60,14999,83,388000,Fair,MA,A Corp,1/22/18,8:20:00 AM,Confirmed,Funded,10000.0,2000.0
507508296,60,44999,314,637000,Good,WY,E Corp,1/22/18,8:41:00 AM,Pending,,,
507508308,60,74999,43,700000,Poor,TX,A Corp,1/22/18,8:44:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507509104,60,44999,54,100000,Poor,FL,A Corp,1/22/18,9:17:00 AM,Failed,,,
507509157,60,44999,67,295000,Fair,LA,B Corp,1/22/18,9:20:00 AM,Failed,,,
507509235,60,149999,104,546000,Good,MO,A Corp,1/22/18,9:23:00 AM,Failed,,,
507509327,60,20000,29,200000,Poor,TX,A Corp,1/22/18,9:26:00 AM,Activated,,,
507509562,60,44999,103,350000,Poor,IN,A Corp,1/22/18,9:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507509765,60,15000,132,113482,Fair,FL,E Corp,1/22/18,9:38:00 AM,Activated,,,
507509955,60,10000,22,200000,Poor,PA,A Corp,1/22/18,9:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507510009,60,5000,29,200000,Poor,MI,B Corp,1/22/18,9:41:00 AM,Failed,,,
507510047,25,14999,19,120000,Fair,CA,B Corp,1/22/18,9:44:00 AM,Failed,,,
507510195,60,29999,155,250000,Fair,NV,B Corp,1/22/18,9:47:00 AM,Failed,,,
507510640,25,200000,20,150000,Good,AL,B Corp,1/22/18,9:56:00 AM,Failed,,,
507510742,25,14999,15,100000,Good,CA,B Corp,1/22/18,9:56:00 AM,Activated,,,
507510758,60,30000,77,125000,Good,NC,B Corp,1/22/18,9:56:00 AM,Pending,,,
507510826,60,29999,371,986000,Good,TX,B Corp,1/22/18,9:59:00 AM,Failed,,,
507511009,60,44999,70,205000,Good,CA,B Corp,1/22/18,10:02:00 AM,Failed,,,
507511054,60,15000,69,125000,Poor,NY,C Corp,1/22/18,10:02:00 AM,Activated,,,
507511162,60,44999,60,400000,Fair,TX,A Corp,1/22/18,10:05:00 AM,Failed,,,
507511261,60,44999,124,650000,Fair,CT,A Corp,1/22/18,10:05:00 AM,Pending,,,
507511363,60,50000,300,750000,Fair,NY,E Corp,1/22/18,10:08:00 AM,Failed,,,
507511493,60,25000,208,140000,Fair,MO,A Corp,1/22/18,10:11:00 AM,Failed,,,
507511645,60,100000,94,300000,Fair,WI,A Corp,1/22/18,10:14:00 AM,Failed,,,
507511782,60,100000,41,1500000,Fair,CT,A Corp,1/22/18,10:14:00 AM,Failed,,,
507511978,60,29999,86,150000,Good,MA,C Corp,1/22/18,10:20:00 AM,Pending,,,
507512082,60,100000,76,620000,Good,NJ,A Corp,1/22/18,10:20:00 AM,Pending,,,
507512143,60,10000,41,236900,Fair,ME,A Corp,1/22/18,10:23:00 AM,Pending,,,
507512212,60,14999,26,160000,Fair,IN,A Corp,1/22/18,10:23:00 AM,Confirmed,Funded,5000.0,1000.0
507512309,60,74999,120,350000,Poor,MD,B Corp,1/22/18,10:26:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507512455,60,45000,20,250000,Poor,PA,A Corp,1/22/18,10:26:00 AM,Failed,,,
507512557,60,10000,203,180000,Fair,GA,A Corp,1/22/18,10:29:00 AM,Failed,,,
507512656,60,25000,81,700000,Fair,NY,B Corp,1/22/18,10:29:00 AM,Activated,,,
507512788,60,75000,58,117000,Poor,MS,E Corp,1/22/18,10:32:00 AM,Activated,,,
507512848,25,44999,12,160000,Fair,PA,A Corp,1/22/18,10:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507513107,25,14999,23,195000,Fair,FL,A Corp,1/22/18,10:38:00 AM,Failed,,,
507513214,60,74999,98,300000,Good,TX,B Corp,1/22/18,10:38:00 AM,Failed,,,
507513304,25,74999,12,112000,Fair,TX,B Corp,1/22/18,10:41:00 AM,Failed,,,
507513839,60,74999,39,1000000,Fair,FL,A Corp,1/22/18,10:50:00 AM,Pending,,,
507513910,60,44999,211,250000,Good,FL,C Corp,1/22/18,10:53:00 AM,Failed,,,
507514114,60,70000,72,100000,Good,TX,A Corp,1/22/18,10:56:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507514136,60,10000,36,150000,Poor,SC,D Corp,1/22/18,10:56:00 AM,Pending,,,
507535944,60,250000,211,150000,Poor,AR,B Corp,1/23/18,6:05:00 AM,Activated,,,
507536142,60,44999,66,250000,Good,FL,C Corp,1/23/18,6:29:00 AM,Failed,,,
507536462,60,60000,93,600000,Good,NY,B Corp,1/23/18,6:53:00 AM,Failed,,,
507536541,60,200000,81,150000,Fair,NY,E Corp,1/23/18,6:59:00 AM,Failed,,,
507536567,60,5000,192,200000,Poor,NY,B Corp,1/23/18,7:02:00 AM,Activated,,,
507536648,60,149999,78,450000,Good,NC,A Corp,1/23/18,7:05:00 AM,Failed,,,
507536664,60,44999,68,285000,Good,MD,B Corp,1/23/18,7:08:00 AM,Failed,,,
507536942,60,149999,80,650000,Good,IL,A Corp,1/23/18,7:26:00 AM,Failed,,,
507537143,60,29999,46,343000,Good,KY,E Corp,1/23/18,7:38:00 AM,Activated,,,
507537431,60,15000,271,350000,Fair,NY,E Corp,1/23/18,7:53:00 AM,Failed,,,
507537554,60,74999,348,200000,Fair,IL,C Corp,1/23/18,7:59:00 AM,Failed,,,
507537676,60,25000,36,195000,Poor,WV,A Corp,1/23/18,8:05:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507537968,25,30000,21,150000,Poor,TX,B Corp,1/23/18,8:20:00 AM,Pending,,,
507538677,60,7000,141,180000,Poor,VA,A Corp,1/23/18,8:53:00 AM,Activated,,,
507538876,60,149999,79,650000,Good,NY,B Corp,1/23/18,8:59:00 AM,Failed,,,
507539225,60,50000,69,450000,Good,TX,C Corp,1/23/18,9:14:00 AM,Failed,,,
507540083,60,41000,20,200000,Poor,TX,C Corp,1/23/18,9:38:00 AM,Activated,,,
507541072,60,235000,61,650000,Good,TX,A Corp,1/23/18,9:56:00 AM,Failed,,,
507542486,60,5000,12,14355825,Poor,WA,B Corp,1/23/18,10:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507543147,60,40000,151,400000,Fair,CA,B Corp,1/23/18,10:38:00 AM,Pending,,,
507543179,60,74999,204,119408,Poor,TX,B Corp,1/23/18,10:38:00 AM,Failed,,,
507543256,60,29999,200,752700,Poor,NE,E Corp,1/23/18,10:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507543294,60,14999,12,308000,Fair,CA,B Corp,1/23/18,10:41:00 AM,Activated,,,
507544246,60,74999,96,240000,Good,CO,E Corp,1/23/18,10:59:00 AM,Activated,,,
507544706,60,14999,180,300000,Fair,CA,E Corp,1/23/18,11:08:00 AM,Pending,,,
507544807,60,74999,82,400000,Poor,OH,C Corp,1/23/18,11:08:00 AM,Failed,,,
507544828,60,29999,35,200000,Poor,NY,A Corp,1/23/18,11:08:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507545167,60,100000,39,2500000,Poor,TX,E Corp,1/23/18,11:17:00 AM,Failed,,,
507545839,25,150000,23,180000,Fair,OH,A Corp,1/23/18,11:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507545863,60,25000,250,180000,Good,VA,A Corp,1/23/18,11:32:00 AM,Failed,,,
507546236,60,74999,133,120000,Good,FL,B Corp,1/23/18,11:38:00 AM,Failed,,,
507546822,60,29999,112,244000,Good,TX,A Corp,1/23/18,11:44:00 AM,Failed,,,
507546902,60,25000,32,236000,Good,WA,B Corp,1/23/18,11:47:00 AM,Failed,,,
507547926,60,14999,156,1000000,Poor,TX,A Corp,1/23/18,12:08:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507548058,60,14999,59,180000,Poor,FL,E Corp,1/23/18,12:11:00 PM,Failed,,,
507548356,60,14999,19,200000,Poor,FL,B Corp,1/23/18,7:39:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507548701,60,29999,120,300000,Fair,IA,E Corp,1/23/18,12:32:00 PM,Failed,,,
507548842,60,200000,72,800000,Fair,NC,A Corp,1/23/18,12:35:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507549081,60,25000,22,255000,Good,IL,B Corp,1/23/18,12:44:00 PM,Failed,,,
507549409,60,10000,35,180000,Poor,NM,D Corp,1/23/18,12:53:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507549703,60,149999,58,225000,Good,AL,A Corp,1/23/18,1:02:00 PM,Failed,,,
507549738,60,29999,33,112000,Fair,NJ,B Corp,1/23/18,1:05:00 PM,Failed,,,
507550052,60,149999,162,2200000,Poor,TX,C Corp,1/23/18,1:17:00 PM,Activated,,,
507550099,60,29999,55,120000,Good,MN,B Corp,1/23/18,1:17:00 PM,Failed,,,
507550181,60,29999,48,135000,Good,GA,A Corp,1/23/18,1:20:00 PM,Failed,,,
507565548,60,20000,119,180000,Poor,GA,B Corp,1/24/18,6:23:00 AM,Open,,,
507565707,60,14999,35,600000,Fair,NY,A Corp,1/24/18,6:38:00 AM,Activated,,,
507565987,60,14999,78,180000,Fair,FL,E Corp,1/24/18,6:59:00 AM,Open,,,
507566036,25,10000,15,120000,Poor,FL,C Corp,1/24/18,7:02:00 AM,Activated,,,
507566202,60,160000,147,275000,Fair,MD,A Corp,1/24/18,7:14:00 AM,Failed,,,
507566535,60,30000,12,900000,Poor,NV,C Corp,1/24/18,7:29:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507566705,60,14999,210,300000,Fair,IL,D Corp,1/24/18,7:35:00 AM,Pending,,,
507566786,60,44999,36,1000000,Good,CA,E Corp,1/24/18,7:38:00 AM,Failed,,,
507566863,60,250000,151,153000,Fair,MI,C Corp,1/24/18,7:41:00 AM,Failed,,,
507566939,25,74999,21,100000,Fair,FL,A Corp,1/24/18,7:47:00 AM,Failed,,,
507566985,60,42000,58,150000,Fair,IL,B Corp,1/24/18,7:50:00 AM,Failed,,,
507567075,60,74999,77,750000,Good,NM,A Corp,1/24/18,7:53:00 AM,Pending,,,
507567104,60,29999,58,100000,Poor,NC,B Corp,1/24/18,7:53:00 AM,Failed,,,
507567174,60,29999,97,185000,Good,OH,B Corp,1/24/18,7:56:00 AM,Failed,,,
507567315,60,149999,247,380000,Poor,PA,C Corp,1/24/18,8:05:00 AM,Activated,,,
507567567,60,44999,79,155000,Good,IL,C Corp,1/24/18,8:14:00 AM,Failed,,,
507567912,60,74999,58,650000,Poor,OH,B Corp,1/24/18,8:29:00 AM,Failed,,,
507568233,60,10000,205,100000,Poor,IA,B Corp,1/24/18,8:44:00 AM,Pending,,,
507568494,60,14999,27,125000,Poor,WY,B Corp,1/24/18,8:53:00 AM,Confirmed,,,
507568502,60,74999,103,750000,Fair,PA,B Corp,1/24/18,8:53:00 AM,Failed,,,
507569240,60,29999,45,150000,Good,NC,E Corp,1/24/18,9:23:00 AM,Failed,,,
507569433,60,149999,64,475000,Fair,CA,E Corp,1/24/18,9:29:00 AM,Failed,,,
507569812,60,29999,57,209000,Good,CA,A Corp,1/24/18,9:41:00 AM,Failed,,,
507570058,60,35000,85,700000,Poor,NY,C Corp,1/24/18,3:24:00 PM,Confirmed,Funded,35000.0,6650.0
507570151,60,44999,79,360000,Poor,TX,B Corp,1/24/18,9:47:00 AM,Activated,,,
507570198,60,149999,240,190000,Fair,LA,C Corp,1/24/18,9:47:00 AM,Failed,,,
507570416,60,10000,376,169000,Fair,TX,B Corp,1/24/18,9:53:00 AM,Failed,,,
507570891,60,29999,173,1270000,Fair,KY,C Corp,1/24/18,10:02:00 AM,Failed,,,
507571394,60,44999,37,200000,Fair,NY,A Corp,1/24/18,10:11:00 AM,Failed,,,
507571695,60,14999,159,120000,Fair,OH,A Corp,1/24/18,10:14:00 AM,Failed,,,
507571788,60,20000,29,180000,Poor,TX,B Corp,1/24/18,10:17:00 AM,Pending,,,
507572066,60,150000,328,350000,Poor,NY,A Corp,1/24/18,10:23:00 AM,Failed,,,
507572223,60,74999,118,140000,Good,IL,B Corp,1/24/18,10:26:00 AM,Failed,,,
507572315,60,29999,352,700000,Poor,PA,E Corp,1/24/18,10:26:00 AM,Failed,,,
507572365,60,44999,464,115000,Good,CA,B Corp,1/24/18,10:26:00 AM,Activated,,,
507572478,60,44999,24,120000,Poor,AL,A Corp,1/24/18,10:29:00 AM,Failed,,,
507572591,25,7500,18,125000,Poor,GA,B Corp,1/24/18,10:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507572828,60,149999,165,410000,Good,NY,A Corp,1/24/18,10:35:00 AM,Failed,,,
507573066,60,149999,232,1200000,Good,LA,E Corp,1/24/18,10:41:00 AM,Failed,,,
507573661,60,14999,46,400000,Good,MI,A Corp,1/24/18,10:53:00 AM,Failed,,,
507573739,60,44999,167,500000,Good,CA,C Corp,1/24/18,10:53:00 AM,Failed,,,
507573842,60,10000,22,250000,Fair,MO,E Corp,1/24/18,10:56:00 AM,Activated,,,
507574026,60,74999,28,162000,Good,VA,B Corp,1/24/18,10:59:00 AM,Failed,,,
507574146,60,50000,204,300000,Good,CA,D Corp,1/24/18,11:02:00 AM,Activated,,,
507574164,60,149999,175,285000,Good,CA,B Corp,1/24/18,11:02:00 AM,Activated,,,
507574311,60,75000,44,240000,Poor,OH,D Corp,1/24/18,11:05:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507574732,60,15000,106,300000,Poor,WA,A Corp,1/24/18,11:17:00 AM,Failed,,,
507574879,60,44999,64,328000,Fair,TN,A Corp,1/24/18,11:20:00 AM,Pending,,,
507595407,60,14999,83,120000,Poor,IL,C Corp,1/25/18,6:11:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507595619,60,10000,53,100000,Poor,SC,A Corp,1/25/18,6:29:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507595700,60,75000,33,130000,Poor,IL,B Corp,1/25/18,6:35:00 AM,Failed,,,
507596063,60,15000,46,275000,Poor,TX,A Corp,1/25/18,7:05:00 AM,Activated,,,
507596156,60,44999,35,305000,Good,MI,B Corp,1/25/18,7:11:00 AM,Failed,,,
507596318,60,5000,29,100000,Poor,TX,A Corp,1/25/18,3:43:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507596380,60,74999,108,1600000,Poor,FL,A Corp,1/25/18,6:55:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507596481,60,149999,244,1500000,Fair,NE,B Corp,1/25/18,12:22:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507596554,60,15000,108,250000,Fair,VA,A Corp,1/25/18,8:53:00 AM,Failed,,,
507596635,60,10000,115,180000,Poor,PA,A Corp,1/25/18,7:32:00 AM,Confirmed,Funded,10000.0,2000.0
507596985,60,44999,27,600000,Poor,TN,A Corp,1/25/18,7:47:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507597225,60,14999,144,250000,Good,TX,B Corp,1/25/18,7:56:00 AM,Failed,,,
507597296,60,149999,137,2500000,Good,FL,A Corp,1/25/18,7:56:00 AM,Pending,,,
507597430,60,15000,168,300000,Fair,TX,E Corp,1/25/18,8:02:00 AM,Confirmed,Lost,0.0,0.0
507597769,60,149999,62,400000,Poor,AL,A Corp,1/25/18,8:17:00 AM,Failed,,,
507597856,60,30000,58,500000,Fair,FL,A Corp,1/25/18,8:20:00 AM,Failed,,,
507598178,60,5000,31,130000,Fair,CO,A Corp,1/25/18,8:32:00 AM,Activated,,,
507598257,60,150000,84,400000,Fair,TX,E Corp,1/25/18,8:35:00 AM,Failed,,,
507598434,60,74999,252,1000000,Fair,MA,C Corp,1/25/18,8:41:00 AM,Failed,,,
507599224,60,44999,32,325000,Good,WI,B Corp,1/25/18,9:11:00 AM,Failed,,,
507599424,60,44999,52,200000,Fair,MI,B Corp,1/25/18,9:17:00 AM,Failed,,,
507599513,60,29999,118,1650000,Good,FL,E Corp,1/25/18,9:20:00 AM,Activated,,,
507599593,60,149999,55,999000,Poor,CT,A Corp,1/25/18,9:23:00 AM,Activated,,,
507602349,60,29999,61,165000,Fair,TX,B Corp,1/25/18,10:32:00 AM,Pending,,,
507602983,60,14999,46,150000,Poor,NC,A Corp,1/25/18,10:47:00 AM,Confirmed,Funded,5300.0,795.0
507603723,60,40000,244,1200000,Poor,NY,E Corp,1/25/18,11:11:00 AM,Failed,,,
507603908,60,14999,26,110000,Poor,FL,A Corp,1/25/18,11:17:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507604255,60,74999,243,800000,Good,OH,C Corp,1/25/18,11:29:00 AM,Failed,,,
507604413,60,44999,164,11000000,Good,VA,E Corp,1/25/18,11:32:00 AM,Pending,,,
507604533,60,70000,17,525000,Good,VA,B Corp,1/25/18,11:35:00 AM,Failed,,,
507605255,60,245000,46,133000,Fair,AZ,B Corp,1/25/18,11:59:00 AM,Failed,,,
507605500,60,35000,118,105000,Fair,TX,B Corp,1/25/18,12:08:00 PM,Activated,,,
507605728,60,35000,68,325000,Good,TN,B Corp,1/25/18,12:17:00 PM,Failed,,,
507605730,60,74999,228,450000,Good,CA,C Corp,1/25/18,12:17:00 PM,Failed,,,
507605830,60,30000,211,250000,Poor,NY,B Corp,1/25/18,12:20:00 PM,Pending,,,
507605859,60,10000,161,300000,Poor,SC,A Corp,1/25/18,12:20:00 PM,Failed,,,
507606187,60,44999,58,285000,Good,VA,B Corp,1/25/18,12:32:00 PM,Failed,,,
507606875,25,14999,20,193000,Poor,CA,B Corp,1/25/18,12:56:00 PM,Pending,,,
507607332,60,29999,52,500000,Good,IN,A Corp,1/25/18,1:14:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507607490,60,29999,223,870000,Good,GA,B Corp,1/25/18,1:20:00 PM,Failed,,,
507608228,60,11500,37,121000,Fair,MS,A Corp,1/25/18,1:44:00 PM,Activated,,,
507608258,60,44999,94,610000,Fair,MA,B Corp,1/25/18,1:47:00 PM,Failed,,,
507608557,60,50000,49,100000,Fair,TX,A Corp,1/25/18,1:56:00 PM,Failed,,,
507608732,60,45000,96,235000,Good,NC,B Corp,1/25/18,2:05:00 PM,Activated,,,
507608765,60,50000,81,550000,Fair,NJ,A Corp,1/25/18,2:05:00 PM,Confirmed,Lost,0.0,0.0
507609204,60,35000,77,180000,Good,CA,E Corp,1/25/18,2:23:00 PM,Failed,,,
507610222,60,14999,71,250000,Good,MO,B Corp,1/25/18,3:05:00 PM,Failed,,,
507610401,60,100000,258,4000000,Good,TX,C Corp,1/25/18,3:11:00 PM,Activated,,,
507622223,60,14999,70,265000,Good,NY,B Corp,1/26/18,6:26:00 AM,Failed,,,
507622408,60,44999,26,320000,Fair,DC,A Corp,1/26/18,6:44:00 AM,Pending,,,
507622792,60,44999,132,400000,Good,CO,E Corp,1/26/18,7:14:00 AM,Failed,,,
507624029,60,29999,58,250000,Poor,FL,D Corp,1/26/18,6:37:00 PM,Pending,,,
507624196,60,100000,80,1200000,Fair,IL,C Corp,1/26/18,8:32:00 AM,Failed,,,
507625102,60,29999,36,180000,Good,MS,A Corp,1/26/18,9:14:00 AM,Failed,,,
507625665,60,29999,307,150000,Good,NC,C Corp,1/26/18,9:32:00 AM,Failed,,,
507626435,60,120000,240,2300000,Good,HI,A Corp,1/26/18,10:02:00 AM,Activated,,,
507626831,60,149999,418,300000,Good,NC,C Corp,1/26/18,10:17:00 AM,Failed,,,
507627211,60,29999,24,100000,Good,FL,B Corp,1/26/18,10:29:00 AM,Failed,,,
507627534,60,29999,30,650000,Poor,FL,A Corp,1/26/18,10:38:00 AM,Failed,,,
507627903,60,29999,35,285000,Good,LA,B Corp,1/26/18,10:50:00 AM,Failed,,,
507628152,60,44999,146,140000,Fair,GA,B Corp,1/26/18,10:56:00 AM,Failed,,,
507628463,60,44999,303,420000,Poor,NC,A Corp,1/26/18,11:08:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507628955,25,29999,23,100000,Good,MD,A Corp,1/26/18,11:23:00 AM,Failed,,,
507629162,60,29999,285,250000,Poor,GA,A Corp,1/26/18,11:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507629348,60,15000,36,230000,Poor,FL,A Corp,1/26/18,11:38:00 AM,Failed,,,
507629417,60,29999,81,145000,Poor,CO,A Corp,1/26/18,11:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
507629597,60,44999,143,125000,Fair,IN,E Corp,1/26/18,11:47:00 AM,Failed,,,
507629609,60,29999,20,230000,Fair,NJ,A Corp,1/26/18,11:50:00 AM,Failed,,,
507630038,60,14999,156,120000,Good,CA,E Corp,1/26/18,2:27:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
507630319,60,149999,24,295000,Poor,IN,B Corp,1/26/18,12:17:00 PM,Failed,,,
507630482,60,35000,33,255000,Good,TN,C Corp,1/26/18,12:23:00 PM,Failed,,,
507630514,60,149999,30,2500000,Fair,NY,A Corp,1/26/18,12:23:00 PM,Failed,,,
507630637,25,14999,13,130000,Fair,LA,B Corp,1/26/18,12:29:00 PM,Failed,,,
507630771,60,74999,31,295000,Good,NV,B Corp,1/26/18,12:35:00 PM,Failed,,,
507631356,60,44999,45,215000,Good,NY,B Corp,1/26/18,12:59:00 PM,Failed,,,
507631522,60,44999,33,250000,Good,IL,C Corp,1/26/18,1:05:00 PM,Failed,,,
507631924,60,29999,74,150000,Good,CA,C Corp,1/26/18,1:20:00 PM,Failed,,,
507632043,60,149999,416,200000,Fair,IA,C Corp,1/26/18,1:26:00 PM,Activated,,,
507632054,60,74999,28,200000,Good,NY,B Corp,1/26/18,1:26:00 PM,Failed,,,
507632070,60,149999,23,391000,Fair,SC,A Corp,1/26/18,1:29:00 PM,Failed,,,
507632165,60,44999,57,200000,Poor,NC,B Corp,1/26/18,1:32:00 PM,Confirmed,Lost,0.0,0.0
507632480,60,100000,15,700000,Poor,NY,A Corp,1/26/18,1:44:00 PM,Activated,,,
